ref_datetime,valid_datetime,latitude,longitude,Temperature,WindSpeed,WindSpeed:100,WindDirection:100,CloudCover,RelativeHumidity,PressureReducedMSL,SolarDownwardRadiation,TotalPrecipitation
2024-10-07T00:00:00Z,2024-10-07T10:00:00Z,52.0679429,1.1751747,15.26,4.17,7.52,219.17,1.0,76.2,99947.97,264.93,0.0
2024-10-07T00:00:00Z,2024-10-07T11:00:00Z,52.0679429,1.1751747,16.05,4.45,7.82,214.41,0.94,71.36,99947.97,320.27,0.0
2024-10-07T00:00:00Z,2024-10-07T12:00:00Z,52.0679429,1.1751747,17.27,4.74,8.27,212.27,0.55,64.04,99898.23,355.07,0.0
2024-10-07T00:00:00Z,2024-10-07T13:00:00Z,52.0679429,1.1751747,17.94,4.47,7.87,210.42,0.6,60.28,99898.23,303.37,0.0
2024-10-07T00:00:00Z,2024-10-07T14:00:00Z,52.0679429,1.1751747,18.18,4.5,8.17,203.79,0.69,58.39,99898.23,200.39,0.0
2024-10-07T00:00:00Z,2024-10-07T15:00:00Z,52.0679429,1.1751747,17.23,4.32,7.98,199.03,0.58,67.65,99873.36,155.83,0.0
2024-10-07T00:00:00Z,2024-10-07T16:00:00Z,52.0679429,1.1751747,16.5,4.09,7.63,191.64,0.43,73.08,99848.49,52.85,0.0
2024-10-07T00:00:00Z,2024-10-07T17:00:00Z,52.0679429,1.1751747,15.24,3.84,7.62,182.91,0.97,81.06,99848.49,1.02,0.0
2024-10-07T00:00:00Z,2024-10-07T18:00:00Z,52.0679429,1.1751747,14.18,2.67,6.25,178.19,1.0,83.02,99848.49,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T19:00:00Z,52.0679429,1.1751747,13.42,1.63,5.17,174.3,1.0,86.63,99823.62,0.27,0.0
2024-10-07T00:00:00Z,2024-10-07T20:00:00Z,52.0679429,1.1751747,13.1,1.17,4.76,155.38,1.0,88.98,99823.62,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T21:00:00Z,52.0679429,1.1751747,12.94,1.15,4.32,140.51,1.0,90.08,99798.76,0.18,0.0
2024-10-07T00:00:00Z,2024-10-07T22:00:00Z,52.0679429,1.1751747,12.94,1.5,5.32,127.39,1.0,92.28,99699.28,0.0,0.01
2024-10-07T00:00:00Z,2024-10-07T23:00:00Z,52.0679429,1.1751747,13.72,1.83,6.01,135.99,1.0,91.49,99649.54,0.75,0.08
2024-10-07T00:00:00Z,2024-10-08T00:00:00Z,52.0679429,1.1751747,14.04,2.14,6.18,138.07,1.0,90.71,99574.93,0.0,0.48
2024-10-07T00:00:00Z,2024-10-08T01:00:00Z,52.0679429,1.1751747,14.12,2.46,5.96,155.39,1.0,93.06,99599.8,0.22,0.6
2024-10-07T00:00:00Z,2024-10-08T02:00:00Z,52.0679429,1.1751747,14.02,2.25,5.61,160.35,1.0,94.0,99550.06,0.0,0.1
2024-10-07T00:00:00Z,2024-10-08T03:00:00Z,52.0679429,1.1751747,14.07,2.44,5.72,152.65,0.99,94.0,99500.33,0.62,0.0
2024-10-07T00:00:00Z,2024-10-08T04:00:00Z,52.0679429,1.1751747,13.83,2.11,5.75,172.24,1.0,94.32,99450.59,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T05:00:00Z,52.0679429,1.1751747,13.67,2.04,5.8,194.17,1.0,95.26,99425.72,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T06:00:00Z,52.0679429,1.1751747,13.64,2.43,5.86,196.32,0.84,94.95,99450.59,15.48,0.0
2024-10-07T00:00:00Z,2024-10-08T07:00:00Z,52.0679429,1.1751747,13.53,2.34,5.4,197.63,0.99,93.06,99500.33,94.05,0.0
2024-10-07T00:00:00Z,2024-10-08T08:00:00Z,52.0679429,1.1751747,14.07,2.17,4.47,190.47,0.99,89.93,99574.93,186.18,0.0
2024-10-07T00:00:00Z,2024-10-08T09:00:00Z,52.0679429,1.1751747,15.28,3.69,6.65,194.03,0.93,82.08,99599.8,206.67,0.0
2024-10-07T00:00:00Z,2024-10-08T10:00:00Z,52.0679429,1.1751747,15.89,3.78,6.54,189.51,1.0,78.94,99550.06,175.59,0.48
2024-10-07T00:00:00Z,2024-10-08T11:00:00Z,52.0679429,1.1751747,15.43,3.91,7.21,196.15,0.77,84.91,99550.06,311.98,0.05
2024-10-07T00:00:00Z,2024-10-08T12:00:00Z,52.0679429,1.1751747,16.68,4.23,7.1,198.83,0.53,76.94,99500.33,354.28,0.02
2024-10-07T00:00:00Z,2024-10-08T13:00:00Z,52.0679429,1.1751747,17.11,4.13,7.02,196.8,0.71,73.3,99500.33,284.4,0.02
2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,52.0679429,1.1751747,17.43,4.22,7.37,196.56,0.56,69.38,99475.45,219.97,0.0
2024-10-07T00:00:00Z,2024-10-08T15:00:00Z,52.0679429,1.1751747,17.03,4.05,7.37,199.9,0.49,70.55,99450.59,146.28,0.0
2024-10-07T00:00:00Z,2024-10-08T16:00:00Z,52.0679429,1.1751747,16.47,3.93,7.41,191.33,0.51,73.6,99450.59,46.6,0.0
2024-10-07T00:00:00Z,2024-10-08T17:00:00Z,52.0679429,1.1751747,15.65,2.94,6.18,182.08,0.5,78.24,99450.59,0.93,0.0
2024-10-07T00:00:00Z,2024-10-08T18:00:00Z,52.0679429,1.1751747,14.59,2.22,6.05,176.66,1.0,83.02,99450.59,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T19:00:00Z,52.0679429,1.1751747,14.07,2.27,6.31,165.32,0.74,86.79,99400.85,0.0,0.36
2024-10-07T00:00:00Z,2024-10-08T20:00:00Z,52.0679429,1.1751747,14.04,3.15,6.91,162.3,1.0,92.28,99375.98,0.53,0.06
2024-10-07T00:00:00Z,2024-10-08T21:00:00Z,52.0679429,1.1751747,14.12,2.9,6.64,168.81,1.0,90.87,99351.11,0.36,0.14
2024-10-07T00:00:00Z,2024-10-08T22:00:00Z,52.0679429,1.1751747,13.91,2.9,6.49,173.77,1.0,91.02,99301.38,0.44,0.1
2024-10-07T00:00:00Z,2024-10-08T23:00:00Z,52.0679429,1.1751747,13.75,2.7,6.12,170.57,1.0,92.12,99251.63,0.0,0.13
2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,52.0679429,1.1751747,13.69,2.6,5.84,170.71,1.0,91.65,99177.03,1.38,0.19
2024-10-07T00:00:00Z,2024-10-09T01:00:00Z,52.0679429,1.1751747,13.59,2.59,5.66,173.46,1.0,92.12,99102.42,0.0,0.16
2024-10-07T00:00:00Z,2024-10-09T02:00:00Z,52.0679429,1.1751747,13.42,2.27,4.98,172.57,1.0,93.38,99027.81,1.06,0.17
2024-10-07T00:00:00Z,2024-10-09T03:00:00Z,52.0679429,1.1751747,13.29,2.16,5.16,176.68,1.0,93.38,99002.95,0.09,0.0
2024-10-07T00:00:00Z,2024-10-09T04:00:00Z,52.0679429,1.1751747,12.97,2.31,5.77,176.56,1.0,94.32,98928.34,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T05:00:00Z,52.0679429,1.1751747,12.81,2.35,5.84,177.07,1.0,94.63,98878.6,0.93,0.04
2024-10-07T00:00:00Z,2024-10-09T06:00:00Z,52.0679429,1.1751747,12.94,2.44,5.78,175.15,1.0,93.69,98828.86,15.08,0.0
2024-10-07T00:00:00Z,2024-10-09T07:00:00Z,52.0679429,1.1751747,13.02,2.52,5.83,180.06,1.0,93.69,98803.99,72.36,0.0
2024-10-07T00:00:00Z,2024-10-09T08:00:00Z,52.0679429,1.1751747,13.51,2.56,5.02,184.11,1.0,90.87,98779.12,165.7,0.03
2024-10-07T00:00:00Z,2024-10-09T09:00:00Z,52.0679429,1.1751747,14.34,3.04,5.09,199.18,0.95,85.53,98754.26,217.66,0.25
2024-10-07T00:00:00Z,2024-10-09T10:00:00Z,52.0679429,1.1751747,14.7,2.85,4.46,222.37,0.77,83.81,98754.26,217.22,0.37
2024-10-07T00:00:00Z,2024-10-09T11:00:00Z,52.0679429,1.1751747,14.8,3.1,4.82,239.05,0.9,82.08,98754.26,237.8,0.12
2024-10-07T00:00:00Z,2024-10-09T12:00:00Z,52.0679429,1.1751747,15.29,2.99,4.54,256.56,0.72,77.14,98754.26,269.99,0.0
2024-10-07T00:00:00Z,2024-10-09T13:00:00Z,52.0679429,1.1751747,15.48,3.39,5.1,266.02,0.79,75.73,98704.52,281.51,0.0
2024-10-07T00:00:00Z,2024-10-09T14:00:00Z,52.0679429,1.1751747,15.89,2.97,4.42,270.4,0.6,72.96,98704.52,231.85,0.0
2024-10-07T00:00:00Z,2024-10-09T15:00:00Z,52.0679429,1.1751747,16.0,3.04,4.71,284.63,0.69,70.3,98704.52,125.62,0.0
2024-10-07T00:00:00Z,2024-10-09T16:00:00Z,52.0679429,1.1751747,15.49,2.82,4.67,299.02,0.77,72.81,98754.26,40.13,0.0
2024-10-07T00:00:00Z,2024-10-09T17:00:00Z,52.0679429,1.1751747,14.23,2.62,5.2,321.36,0.44,82.4,98754.26,0.4,0.0
2024-10-07T00:00:00Z,2024-10-09T18:00:00Z,52.0679429,1.1751747,12.97,1.74,4.67,326.47,0.56,90.08,98779.12,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T19:00:00Z,52.0679429,1.1751747,12.27,1.72,4.91,330.29,0.85,92.59,98779.12,0.75,0.0
2024-10-07T00:00:00Z,2024-10-09T20:00:00Z,52.0679429,1.1751747,11.78,2.05,5.56,337.25,1.0,94.32,98779.12,1.15,0.0
2024-10-07T00:00:00Z,2024-10-09T21:00:00Z,52.0679429,1.1751747,11.73,2.39,6.37,345.0,1.0,95.89,98754.26,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T22:00:00Z,52.0679429,1.1751747,11.95,2.4,5.27,348.11,1.0,94.63,98779.12,2.31,0.0
2024-10-07T00:00:00Z,2024-10-09T23:00:00Z,52.0679429,1.1751747,12.21,3.21,6.75,349.29,1.0,94.0,98754.26,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T00:00:00Z,52.0679429,1.1751747,12.38,3.22,6.58,347.53,1.0,93.06,98779.12,0.0,0.02
2024-10-07T00:00:00Z,2024-10-10T01:00:00Z,52.0679429,1.1751747,12.48,3.9,7.77,343.57,1.0,91.49,98803.99,1.69,0.0
2024-10-07T00:00:00Z,2024-10-10T02:00:00Z,52.0679429,1.1751747,12.62,4.73,9.32,345.47,1.0,89.14,98803.99,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T03:00:00Z,52.0679429,1.1751747,12.67,5.71,11.08,350.89,1.0,86.16,98853.73,0.62,0.0
2024-10-07T00:00:00Z,2024-10-10T04:00:00Z,52.0679429,1.1751747,12.38,6.22,12.09,349.88,1.0,83.02,98953.2,0.0,0.01
2024-10-07T00:00:00Z,2024-10-10T05:00:00Z,52.0679429,1.1751747,11.95,6.32,12.31,347.91,1.0,82.08,99052.68,0.0,0.0
2024-10-07T00:00:00Z,2024-10-10T06:00:00Z,52.0679429,1.1751747,11.52,6.49,12.69,348.72,1.0,77.65,99201.9,46.82,0.0
2024-10-07T00:00:00Z,2024-10-10T09:00:00Z,52.0679429,1.1751747,10.87,6.71,12.73,341.06,0.82,70.08,99649.54,261.37,0.01
2024-10-07T00:00:00Z,2024-10-10T12:00:00Z,52.0679429,1.1751747,10.98,6.44,11.33,334.93,0.89,59.34,100072.31,175.6,0.01
2024-10-07T00:00:00Z,2024-10-10T15:00:00Z,52.0679429,1.1751747,9.85,5.33,9.86,326.32,1.0,64.51,100321.01,27.3,0.0
2024-10-07T00:00:00Z,2024-10-10T18:00:00Z,52.0679429,1.1751747,8.5,4.14,8.03,321.56,0.92,69.69,100631.87,1.7,0.0
2024-10-07T00:00:00Z,2024-10-10T21:00:00Z,52.0679429,1.1751747,6.68,3.79,7.83,315.7,0.0,76.51,100843.26,1.76,0.0
2024-10-07T00:00:00Z,2024-10-11T00:00:00Z,52.0679429,1.1751747,4.95,3.19,7.71,310.64,0.0,80.28,100992.47,2.35,0.0
2024-10-07T00:00:00Z,2024-10-11T03:00:00Z,52.0679429,1.1751747,3.99,2.57,6.96,288.24,0.0,82.16,101129.25,0.52,0.0
2024-10-07T00:00:00Z,2024-10-11T06:00:00Z,52.0679429,1.1751747,3.13,3.0,8.04,278.34,0.0,86.16,101247.38,119.22,0.0
2024-10-07T00:00:00Z,2024-10-11T09:00:00Z,52.0679429,1.1751747,6.35,3.82,6.25,265.65,0.0,74.08,101402.8,380.29,0.0
2024-10-07T00:00:00Z,2024-10-11T12:00:00Z,52.0679429,1.1751747,11.08,4.48,7.17,261.4,0.08,56.04,101409.02,294.39,0.0
2024-10-07T00:00:00Z,2024-10-11T15:00:00Z,52.0679429,1.1751747,12.0,4.29,7.44,258.22,0.61,54.94,101340.63,59.27,0.0
2024-10-07T00:00:00Z,2024-10-11T18:00:00Z,52.0679429,1.1751747,9.31,2.31,6.41,236.89,0.0,66.39,101346.85,1.49,0.0
2024-10-07T00:00:00Z,2024-10-11T21:00:00Z,52.0679429,1.1751747,7.32,2.63,7.31,228.94,0.0,73.69,101340.63,0.37,0.0
2024-10-07T00:00:00Z,2024-10-12T00:00:00Z,52.0679429,1.1751747,6.35,2.74,7.29,231.55,0.0,79.65,101284.68,,
2024-10-07T00:00:00Z,2024-10-07T00:00:00Z,52.024023,0.2962684,13.53,5.41,9.0,234.04,0.82,92.44,99550.06,0.0,
2024-10-07T00:00:00Z,2024-10-07T01:00:00Z,52.024023,0.2962684,13.29,5.57,9.21,246.25,0.95,91.49,99649.54,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T02:00:00Z,52.024023,0.2962684,12.67,4.9,8.5,241.54,0.68,92.12,99649.54,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T03:00:00Z,52.024023,0.2962684,11.84,5.11,8.74,231.11,0.88,90.87,99749.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T04:00:00Z,52.024023,0.2962684,11.68,4.48,7.84,226.23,0.75,92.28,99749.02,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T05:00:00Z,52.024023,0.2962684,11.68,3.88,7.32,217.14,1.0,93.06,99798.76,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T06:00:00Z,52.024023,0.2962684,11.68,3.97,7.32,212.54,0.97,94.32,99798.76,15.48,0.0
2024-10-07T00:00:00Z,2024-10-07T07:00:00Z,52.024023,0.2962684,11.84,3.99,7.24,208.16,0.57,94.32,99823.62,92.27,0.0
2024-10-07T00:00:00Z,2024-10-07T08:00:00Z,52.024023,0.2962684,12.94,6.27,9.04,213.49,0.87,89.61,99898.23,173.06,0.0
2024-10-07T00:00:00Z,2024-10-07T09:00:00Z,52.024023,0.2962684,13.88,5.56,8.18,214.71,0.59,84.91,99923.1,251.1,0.0
2024-10-07T00:00:00Z,2024-10-07T10:00:00Z,52.024023,0.2962684,14.94,5.58,7.93,214.7,1.0,78.63,99898.23,269.72,0.0
2024-10-07T00:00:00Z,2024-10-07T11:00:00Z,52.024023,0.2962684,15.67,5.92,8.7,214.98,0.83,73.47,99898.23,369.22,0.0
2024-10-07T00:00:00Z,2024-10-07T12:00:00Z,52.024023,0.2962684,16.77,5.55,7.77,212.1,0.53,68.28,99848.49,387.77,0.0
2024-10-07T00:00:00Z,2024-10-07T13:00:00Z,52.024023,0.2962684,17.73,5.55,7.95,211.31,0.28,61.37,99823.62,345.21,0.0
2024-10-07T00:00:00Z,2024-10-07T14:00:00Z,52.024023,0.2962684,17.94,5.49,7.89,206.42,0.29,58.55,99823.62,264.5,0.0
2024-10-07T00:00:00Z,2024-10-07T15:00:00Z,52.024023,0.2962684,17.42,5.53,8.15,196.5,0.49,62.0,99798.76,159.79,0.0
2024-10-07T00:00:00Z,2024-10-07T16:00:00Z,52.024023,0.2962684,16.55,4.86,7.68,190.75,0.32,69.26,99773.88,60.88,0.0
2024-10-07T00:00:00Z,2024-10-07T17:00:00Z,52.024023,0.2962684,15.31,4.09,7.27,178.78,0.29,76.08,99749.02,1.64,0.0
2024-10-07T00:00:00Z,2024-10-07T18:00:00Z,52.024023,0.2962684,13.83,3.44,7.23,170.5,0.47,86.32,99773.88,0.11,0.0
2024-10-07T00:00:00Z,2024-10-07T19:00:00Z,52.024023,0.2962684,12.99,3.03,6.71,168.72,0.8,91.02,99773.88,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T20:00:00Z,52.024023,0.2962684,12.16,2.61,6.47,153.0,1.0,91.97,99773.88,0.0,0.0
2024-10-07T00:00:00Z,2024-10-07T21:00:00Z,52.024023,0.2962684,11.78,2.55,6.58,140.55,1.0,91.65,99749.02,0.67,0.0
2024-10-07T00:00:00Z,2024-10-07T22:00:00Z,52.024023,0.2962684,12.11,2.73,6.88,126.76,1.0,91.02,99649.54,0.0,0.39
2024-10-07T00:00:00Z,2024-10-07T23:00:00Z,52.024023,0.2962684,12.43,3.22,7.39,125.82,1.0,93.06,99574.93,0.0,1.85
2024-10-07T00:00:00Z,2024-10-08T00:00:00Z,52.024023,0.2962684,12.67,2.89,6.83,130.04,1.0,95.89,99550.06,0.0,1.09
2024-10-07T00:00:00Z,2024-10-08T01:00:00Z,52.024023,0.2962684,12.91,3.56,6.73,138.98,0.99,95.57,99525.2,1.07,0.19
2024-10-07T00:00:00Z,2024-10-08T02:00:00Z,52.024023,0.2962684,12.94,3.63,6.41,147.8,1.0,96.51,99475.45,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T03:00:00Z,52.024023,0.2962684,12.91,3.82,6.9,149.88,1.0,97.14,99425.72,0.0,0.06
2024-10-07T00:00:00Z,2024-10-08T04:00:00Z,52.024023,0.2962684,12.94,3.91,7.04,166.87,1.0,97.14,99400.85,0.49,0.0
2024-10-07T00:00:00Z,2024-10-08T05:00:00Z,52.024023,0.2962684,12.75,3.79,6.8,183.03,1.0,96.51,99375.98,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T06:00:00Z,52.024023,0.2962684,12.43,3.51,6.78,187.44,1.0,96.83,99400.85,12.33,0.0
2024-10-07T00:00:00Z,2024-10-08T07:00:00Z,52.024023,0.2962684,12.54,3.51,6.57,187.57,0.76,95.89,99450.59,81.76,0.0
2024-10-07T00:00:00Z,2024-10-08T08:00:00Z,52.024023,0.2962684,13.32,3.66,5.76,179.47,0.99,91.02,99500.33,139.09,0.0
2024-10-07T00:00:00Z,2024-10-08T09:00:00Z,52.024023,0.2962684,14.2,5.05,7.41,171.76,0.97,87.42,99500.33,162.42,0.46
2024-10-07T00:00:00Z,2024-10-08T10:00:00Z,52.024023,0.2962684,14.46,4.63,6.87,171.3,0.83,88.04,99500.33,265.06,0.05
2024-10-07T00:00:00Z,2024-10-08T11:00:00Z,52.024023,0.2962684,15.47,5.31,7.56,188.58,0.65,82.71,99475.45,347.36,0.0
2024-10-07T00:00:00Z,2024-10-08T12:00:00Z,52.024023,0.2962684,16.54,5.69,8.07,197.92,0.58,74.08,99450.59,351.97,0.01
2024-10-07T00:00:00Z,2024-10-08T13:00:00Z,52.024023,0.2962684,16.82,5.57,7.92,200.67,0.48,71.58,99425.72,305.24,0.0
2024-10-07T00:00:00Z,2024-10-08T14:00:00Z,52.024023,0.2962684,16.81,5.41,7.85,197.71,0.52,70.75,99400.85,243.34,0.0
2024-10-07T00:00:00Z,2024-10-08T15:00:00Z,52.024023,0.2962684,16.87,5.73,8.59,196.79,0.45,67.1,99375.98,145.7,0.0
2024-10-07T00:00:00Z,2024-10-08T16:00:00Z,52.024023,0.2962684,16.2,5.45,8.61,193.79,0.63,69.92,99375.98,49.31,0.0
2024-10-07T00:00:00Z,2024-10-08T17:00:00Z,52.024023,0.2962684,15.04,4.03,7.0,182.96,0.97,77.34,99375.98,1.6,0.0
2024-10-07T00:00:00Z,2024-10-08T18:00:00Z,52.024023,0.2962684,13.96,3.68,7.45,167.41,1.0,85.22,99351.11,0.27,0.0
2024-10-07T00:00:00Z,2024-10-08T19:00:00Z,52.024023,0.2962684,13.51,4.13,7.76,155.47,1.0,88.51,99301.38,0.0,0.07
2024-10-07T00:00:00Z,2024-10-08T20:00:00Z,52.024023,0.2962684,13.34,4.17,7.3,161.51,1.0,90.87,99276.51,0.4,0.01
2024-10-07T00:00:00Z,2024-10-08T21:00:00Z,52.024023,0.2962684,13.29,3.97,6.97,160.81,1.0,92.12,99251.63,0.0,0.01
2024-10-07T00:00:00Z,2024-10-08T22:00:00Z,52.024023,0.2962684,13.21,4.09,6.99,158.77,1.0,93.38,99201.9,0.0,0.0
2024-10-07T00:00:00Z,2024-10-08T23:00:00Z,52.024023,0.2962684,13.1,3.97,6.78,155.65,1.0,93.38,99152.16,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T00:00:00Z,52.024023,0.2962684,12.83,3.64,6.58,151.15,1.0,94.95,99077.55,0.22,0.0
2024-10-07T00:00:00Z,2024-10-09T01:00:00Z,52.024023,0.2962684,12.67,3.34,6.26,153.99,1.0,95.57,99027.81,0.84,0.0
2024-10-07T00:00:00Z,2024-10-09T02:00:00Z,52.024023,0.2962684,12.54,3.13,6.2,156.64,1.0,95.89,98953.2,0.0,0.02
2024-10-07T00:00:00Z,2024-10-09T03:00:00Z,52.024023,0.2962684,12.38,3.01,6.01,157.59,0.99,95.89,98903.47,0.53,0.03
2024-10-07T00:00:00Z,2024-10-09T04:00:00Z,52.024023,0.2962684,12.21,3.02,6.08,151.64,1.0,96.2,98853.73,0.0,0.11
2024-10-07T00:00:00Z,2024-10-09T05:00:00Z,52.024023,0.2962684,12.16,3.09,5.92,151.83,1.0,96.2,98803.99,1.02,0.24
2024-10-07T00:00:00Z,2024-10-09T06:00:00Z,52.024023,0.2962684,12.0,3.13,5.86,157.72,1.0,96.51,98754.26,7.67,0.02
2024-10-07T00:00:00Z,2024-10-09T07:00:00Z,52.024023,0.2962684,11.95,2.83,5.39,162.73,1.0,97.14,98754.26,67.0,0.0
2024-10-07T00:00:00Z,2024-10-09T08:00:00Z,52.024023,0.2962684,12.48,2.94,4.6,181.82,0.9,94.0,98754.26,144.81,0.31
2024-10-07T00:00:00Z,2024-10-09T09:00:00Z,52.024023,0.2962684,13.21,2.76,3.57,226.82,0.83,91.81,98754.26,206.18,0.28
2024-10-07T00:00:00Z,2024-10-09T10:00:00Z,52.024023,0.2962684,13.75,3.01,3.8,266.47,0.79,87.89,98754.26,223.52,0.21
2024-10-07T00:00:00Z,2024-10-09T11:00:00Z,52.024023,0.2962684,14.02,3.17,4.07,281.7,0.85,85.69,98754.26,260.14,0.07
2024-10-07T00:00:00Z,2024-10-09T12:00:00Z,52.024023,0.2962684,14.5,3.13,3.89,285.32,0.79,81.85,98754.26,249.68,0.16
2024-10-07T00:00:00Z,2024-10-09T13:00:00Z,52.024023,0.2962684,14.59,3.24,4.17,294.34,0.87,81.77,98754.26,232.92,0.07
2024-10-07T00:00:00Z,2024-10-09T14:00:00Z,52.024023,0.2962684,14.74,3.38,4.37,302.23,0.8,81.61,98754.26,206.71,0.0
2024-10-07T00:00:00Z,2024-10-09T15:00:00Z,52.024023,0.2962684,14.58,3.66,4.96,315.71,0.77,81.69,98754.26,127.97,0.0
2024-10-07T00:00:00Z,2024-10-09T16:00:00Z,52.024023,0.2962684,14.18,3.33,4.69,324.55,0.76,82.71,98779.12,45.36,0.0
2024-10-07T00:00:00Z,2024-10-09T17:00:00Z,52.024023,0.2962684,13.48,3.14,5.27,328.87,0.63,86.95,98803.99,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T18:00:00Z,52.024023,0.2962684,12.43,2.69,5.55,332.33,0.65,93.06,98853.73,0.0,0.0
2024-10-07T00:00:00Z,2024-10-09T19:00:00Z,52.024023,0.2962684,11.89,3.25,6.5,341.14,1.0,95.57,98828.86,0.09,0.0
2024-10-07T00:00:00Z,2024-10-09T20:00:00Z,52.024023,0.2962684,11.78,3.29,6.59,349.94,1.0,97.46,98828.86,0.4,0.0
2024-10-07T00:00:00Z,2024-10-09T21:00:00Z,52.024023,0.2962684,11.78,4.34,7.4,356.21,1.0,95.89,98828.86,0.84,0.01
2024-10-07T00:00:00Z,2024-10-09T22:00:00Z,52.024023,0.2962684,12.0,5.37,8.89,359.27,1.0,94.32,98853.73,1.42,0.01
2024-10-07T00:00:00Z,2024-10-09T23:00:00Z,52.024023,0.2962684,12.0,5.89,9.51,358.85,1.0,93.69,98853.73,0.0,0.03
2024-10-07T00:00:00Z,2024-10-10T00:00:00Z,52.024023,0.2962684,11.78,6.08,9.77,353.62,1.0,91.49,98928.34,0.0,0.01
2024-10-07T00:00:00Z,2024-10-10T01:00:00Z,52.024023,0.2962684,11.46,6.24,10.06,344.87,1.0,90.55,98953.2,0.58,0.11
2024-10-07T00:00:00Z,2024-10-10T02:00:00Z,52.024023,0.2962684,11.35,6.72,10.88,342.77,1.0,91.81,99002.95,0.0,0.4
2024-10-07T00:00:00Z,2024-10-10T03:00:00Z,52.024023,0.2962684,11.08,7.65,12.36,346.83,1.0,91.02,99077.55,2.71,0.5
2024-10-07T00:00:00Z,2024-10-10T04:00:00Z,52.024023,0.2962684,10.49,7.9,12.58,345.38,1.0,89.61,99177.03,0.0,0.21
2024-10-07T00:00:00Z,2024-10-10T05:00:00Z,52.024023,0.2962684,10.01,8.17,13.23,342.03,1.0,86.47,99276.51,1.86,0.02
2024-10-07T00:00:00Z,2024-10-10T06:00:00Z,52.024023,0.2962684,9.47,8.51,13.61,342.75,1.0,83.81,99425.72,40.69,0.03
2024-10-07T00:00:00Z,2024-10-10T09:00:00Z,52.024023,0.2962684,8.83,7.26,11.41,334.06,0.87,73.01,99873.36,301.88,0.0
2024-10-07T00:00:00Z,2024-10-10T12:00:00Z,52.024023,0.2962684,10.49,6.9,10.03,330.78,0.61,59.96,100221.53,241.56,0.01
2024-10-07T00:00:00Z,2024-10-10T15:00:00Z,52.024023,0.2962684,9.36,6.39,9.95,338.15,0.96,62.87,100457.78,27.46,0.02
2024-10-07T00:00:00Z,2024-10-10T18:00:00Z,52.024023,0.2962684,7.64,3.57,6.63,324.54,0.75,71.58,100731.34,1.51,0.0
2024-10-07T00:00:00Z,2024-10-10T21:00:00Z,52.024023,0.2962684,5.81,3.56,7.35,314.16,0.36,79.18,100955.16,1.21,0.0
2024-10-07T00:00:00Z,2024-10-11T00:00:00Z,52.024023,0.2962684,4.63,2.94,6.96,301.32,0.0,82.08,101079.51,1.45,0.0
2024-10-07T00:00:00Z,2024-10-11T03:00:00Z,52.024023,0.2962684,3.34,3.07,7.2,283.72,0.0,86.16,101210.07,2.22,0.0
2024-10-07T00:00:00Z,2024-10-11T06:00:00Z,52.024023,0.2962684,2.91,3.52,7.93,281.87,0.0,84.75,101315.77,113.13,0.0
2024-10-07T00:00:00Z,2024-10-11T09:00:00Z,52.024023,0.2962684,6.35,4.08,5.79,257.6,0.0,71.26,101452.55,378.28,0.0
2024-10-07T00:00:00Z,2024-10-11T12:00:00Z,52.024023,0.2962684,10.71,5.24,7.16,262.07,0.3,61.85,101440.11,317.8,0.0
2024-10-07T00:00:00Z,2024-10-11T15:00:00Z,52.024023,0.2962684,11.62,5.3,7.78,256.68,0.55,54.63,101353.07,65.53,0.0
2024-10-07T00:00:00Z,2024-10-11T18:00:00Z,52.024023,0.2962684,8.5,3.57,7.99,238.39,0.12,69.77,101365.51,1.05,0.0
2024-10-07T00:00:00Z,2024-10-11T21:00:00Z,52.024023,0.2962684,6.57,3.69,8.56,224.47,0.0,78.32,101353.07,1.41,0.0
2024-10-07T00:00:00Z,2024-10-12T00:00:00Z,52.024023,0.2962684,5.71,3.9,8.8,224.2,0.0,84.91,101278.46,,
2024-10-07T00:00:00Z,2024-10-07T00:00:00Z,52.7681276,0.1699257,13.61,5.34,8.53,236.26,0.92,95.26,99375.98,0.0,
